Оборудование;Узел;Номер узла;Идентификационный номер;Наименование;Тип номера;Стр.
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900080475100100196;Рым-болт;Номер заказа;167
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000000104012002;Шайба;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124600001;Крышка;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900080401701603886;Винт М16х30;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;401040321600102126;Гайка М16;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900597336000101606;Шайба стопорная Ф16;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124122002;Блок;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124121002;Ось;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900080401701605886;Винт М16х50;Номер заказа;168
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124106002;Прокладка;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124004002;Планка;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124005002;Планка;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124140001;Корпус вытяжки;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900080401701003576;Винт М10х35;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900080401701002596;Винт М10х25;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;401040321000102126;Гайка М10;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900597336000001006;Шайба стопорная Ф10;Номер заказа;169
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;311000000112021002;Гайка;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900488614000055306;Кольцо;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900488614000024256;Кольцо;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900488601000028116;Кольцо опорное;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900488624000601956;Кольцо направляющее;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;403000180006000002;Поршень;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;321000000202086002;Кольцо;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;331000000301030002;Угольник;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900488624000360966;Кольцо направляющее;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001114120011;Цилиндр в сборе;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001114101002;Шток;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;403000160006002002;Втулка;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900489515700364466;Грязесъемник;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900488601000060556;Кольцо опорное;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900263163030361006;Манжета;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900561468160036046;Уплотнение;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001114102002;Площадка;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900561475106049046;Уплотнение;Номер заказа;171
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900489515600022306;Шторка Т.223.000;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900489515600022206;Шторка Т.222.000;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124010001;Рамка;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124020001;Рамка;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124007002;Цепь;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124006002;Цепь;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;900489515600022106;Шторка Т.221.000;Номер заказа;173
Станок буровой БС-230 (БС-230.00.00.000 РЭ2);Колпак пылеулавливающий;068000001134000001;068000001124001002;Планка;Номер заказа;173
